0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1.0000001,0.018217236,0.026734725,0.036019646,0.003812898,0.0105183255,0.10102363,0.16370451,-0.03844332,-0.05273486,0.0007790751,0.04988703,-0.017451799,-0.011351028,-0.05121362,-0.017959919,-0.011122918,-0.0012071645,-0.043269623,-0.076034404,0.13534302,0.004788342,0.085483335,-0.024685148,-0.0718956,0.014014313,-0.05563903,0.015819088,0.0020253495,-0.022102969,0.0024411909,0.011599592,-0.035164233,-0.0042002434,0.010098355,0.033737514,0.08177346,-0.04445329,-0.014756534,-0.019351128,-0.0356887,0.008603536,0.0022712015,-0.022197582,0.097941324,0.005280366,-0.06949503,-0.051744547,-0.024604682,-0.03927832,0.023168936,-0.0449102,0.039383523,-0.017493838,-0.05072484,-0.04920896,-0.034182396,0.0046018856,-0.015570036,-0.027869238,0.0040801684,-0.024230652,-0.025486648,-0.022866352,0.012912632,-0.024773138,-0.054401785,0.0027506843,0.012786084,-0.032942567,-0.013105181,-0.030852124,0.0403725,-0.04820741,-0.0023691205,-0.042086724,0.049246468,-0.06925818,-0.038595177,-0.0014793498,-0.02844468,-0.02225105,-0.045939103,0.00053273514,-0.043277115,0.03385778,0.15392768,-0.044568174,-0.03470505,-0.052977215,-0.022516765,-0.026287781,-0.032579668,-0.037720233,0.099329494,-0.028876811,-0.028580155,0.02515812,0.006321813,0.001302518,-0.014464067,0.05483905,0.040066898,-0.021362595,-0.026870396,-0.013204041,-0.017605504,0.0687975,-0.04843471,0.010035584,0.07080735,0.09684123,0.0676085,0.0306051,-0.020952294,-0.03474487,0.11983332,0.066541165,-0.005959595,-0.014581181
0.018217236,1.0000001,0.06769656,0.15390892,0.14067613,0.15682442,0.14856875,0.034808733,-0.061648156,0.017912798,-0.051867828,-0.04207786,-0.002040723,-0.028988536,-0.009228239,-0.02238927,-0.06458513,-0.046954952,0.018894335,-0.015078928,-0.015787553,-0.026129387,-0.044413626,0.0065986337,0.0061237398,-0.015144496,-0.06327975,-0.028862046,-0.024369044,-0.053997226,0.00399842,-0.00075547444,-0.004999538,0.008023074,-0.010757338,-0.0011516602,0.015136786,0.03893832,-0.09291372,0.020673195,-0.042554952,0.0035635685,-0.018024677,-0.0030415042,0.051277913,-0.010716841,-0.040609017,-0.03052312,-0.03943364,0.05735317,-0.0260916,-0.046163566,0.016510658,0.038267054,-0.005764912,-0.01498391,-0.012374347,-0.05677522,-0.07718791,-0.0023519313,-0.06805859,-0.0055647874,0.03655678,-0.005296145,0.031774934,0.002589977,0.043910053,0.0067537893,0.056807037,0.009159621,-0.03740009,0.0015453536,0.013796484,-0.025099348,-0.02832823,-0.017602276,-0.057127852,0.0031521348,0.0047112494,0.057270672,0.03995791,0.055852562,-0.035042282,0.0012493362,-0.014435361,-0.06952303,-0.04531557,-0.008724615,0.036055177,-0.010282003,-0.002620523,-0.015580707,-0.030746257,0.0048549757,-0.027737362,-0.032018118,0.007564185,-0.014366518,-0.01067151,-0.02498597,0.044867985,-0.06038931,0.012435117,-0.011333533,-0.0024296697,0.016733263,-0.0093095135,0.06825986,-0.03182508,0.03521678,0.03325912,-0.014192818,0.005491807,0.044354,-0.0101690795,-0.03026836,-0.042503007,-0.05941747,0.03755613,-0.025011465
0.026734725,0.06769656,1.0,0.046675168,0.12216219,0.025928397,0.013920859,-0.025947817,-0.05638067,-0.025288329,-0.029547408,-0.041631788,-0.029361371,-0.055536512,-0.029643238,-0.03814557,-0.075194,-0.01931851,0.0040241005,-0.06297528,-0.025687419,-0.03450729,0.0124188755,-0.037022434,0.01829138,-0.016559573,-0.058220305,-0.027062234,-0.044046566,-0.02581985,0.010789323,-0.03215689,-0.020477625,-0.019840412,0.031382915,0.0012261563,0.06925264,-0.008020406,-0.012121824,0.078301124,-0.040549576,0.024077248,0.004272881,0.08007969,-0.0116773425,0.0011577783,-0.030285884,-0.025231212,0.0056434805,0.050175563,0.032643665,0.01575911,0.1337879,0.21147317,-0.032234773,-0.068127975,0.004507686,-0.022423288,-0.0354293,0.014231039,-0.03948064,-0.0074894642,-0.036932528,-0.013882788,0.0053565805,0.027621824,-0.015104424,-0.015274245,0.04227278,-0.025034525,-0.037278,0.01986863,-0.024930136,-0.059719168,-0.07324291,-0.052381936,-0.11116993,0.026631322,0.06522932,0.008722326,-0.036914572,-0.033734363,-0.032556683,-0.011948512,-0.012230612,-0.034773458,-0.0011571139,-0.011075367,-0.021198984,-0.03833049,-0.050620276,-0.009818997,-0.029421054,0.02423911,-0.003489127,-0.03632012,0.0036930903,-0.058575552,-0.028468592,-0.012402307,0.0073521486,-0.045804568,-0.012055292,-0.019446412,0.036776144,0.08629511,0.0704268,0.070978045,0.005171517,0.0009278627,-0.06900975,-0.04612251,-0.053149592,0.15010494,0.1247521,0.050141096,-0.055604953,-0.030005699,0.00447612,-0.05030766
0.036019646,0.15390892,0.046675168,0.9999999,0.15466894,0.061265945,0.06503261,-0.0312412,-0.019551592,-0.012091309,-0.025552059,-0.047941,-0.014357902,-0.013051147,-0.02563229,-0.04287755,-0.03147059,-0.06411581,0.0021137432,-0.024882317,-0.000534263,-0.0312649,-0.030957883,0.00880621,0.018858312,-0.031213015,-0.047353137,-0.032415263,-0.03213536,-0.012170987,-0.03582488,0.016909575,-0.0019069007,0.0036938773,-0.033511065,0.0066546216,0.019105561,-0.034538995,-0.0514505,-0.0135218045,-0.028719584,0.017574288,0.00346873,0.007473618,-0.006461376,0.024196194,-0.024181671,0.0058759935,-0.022693789,0.033676002,0.0030642864,-0.011785546,-0.036054388,0.08355263,-0.007651382,-0.03906871,0.029547572,-0.028270371,-0.068190195,-0.06223325,-0.032873817,-0.022922691,-0.01863944,-0.005354732,-0.02995291,-0.0027782838,0.006189352,-0.024701986,0.023261033,0.03438399,-0.010975861,-0.026811505,-0.001831563,-0.019332,-0.046124507,0.03735054,-0.036606155,0.053703237,0.038125124,0.016900094,-0.003266329,-0.0052055116,-0.014741268,-0.028861074,-0.030029863,-0.059266035,0.0011171503,-0.020618295,-0.04177683,-0.022469409,-0.065683775,0.032025192,0.0048293974,0.022573374,0.028972192,-0.024866048,-0.017230071,-0.0018958347,-0.0003227353,-0.04446091,0.077498615,-0.032741766,0.030887745,0.024234299,0.020064967,0.005030388,-0.016381288,0.08764867,0.06884004,0.07556577,0.12092635,0.020609418,-0.0385271,0.057474576,-0.01376576,-0.033312246,-0.05057312,-0.0076503623,-0.04722992,-0.027304243
0.003812898,0.14067613,0.12216219,0.15466894,1.0,0.11973942,0.051673464,-0.02312538,-0.040361278,-0.007726789,-0.030941606,0.0030677353,-0.03457774,-0.013509872,-0.04669559,-0.012773591,-0.01707736,-0.030021733,-0.025083981,-0.04289303,-0.04099977,-0.012222199,-0.05330386,0.029373687,-0.0103220595,-0.028547091,-0.014093676,-0.046042398,-0.0003748314,-0.00061438326,-0.0006010439,0.0034493464,-0.013449509,-0.04210706,-0.011285981,-0.02236815,0.04850102,0.009213703,-0.018591516,-0.016108982,-0.026776023,-0.011313372,-0.01853459,0.036122788,0.014456509,0.03431237,-0.0074142343,0.019470016,-0.023720587,0.11277578,-0.00068204897,0.048815574,0.012283114,0.2789208,-0.047607265,-0.0459922,-0.05682406,-0.04661402,-0.07476787,-0.007719907,-0.045247477,0.039501175,-0.019544391,-0.040336065,-0.0189022,-0.014844155,0.040842317,0.010252174,0.04129912,0.0059727835,-0.015695257,-0.010561022,-0.002076709,-0.05591586,-0.06394534,0.0016982392,-0.10301328,-0.010159638,0.027706567,0.010752244,-0.00688544,-0.026500631,-0.027749194,-0.011169193,-0.067733005,-0.05400216,-0.026235372,-0.030797552,-0.00048390217,-0.004984206,-0.024220282,0.021019146,-0.025725989,-0.033538118,-0.009048859,-0.055667646,0.011320062,-0.02042288,0.012108796,-0.044517037,0.0836644,-0.049983438,0.04890658,-0.049341895,-0.03373246,0.019960895,-0.028446294,0.0405225,-0.03645509,0.037004665,0.036155283,-0.02061489,-0.014246173,0.04441552,0.017730536,-0.029371034,-0.030766357,-0.04200811,0.024761185,-0.00117053
0.0105183255,0.15682442,0.025928397,0.061265945,0.11973942,1.0000001,0.105338156,0.0020212643,-0.026088415,-0.039142855,0.054516084,0.004328898,-0.009867518,0.007803142,-0.0041778814,0.045314442,0.012215503,-0.023312751,0.008171536,-0.056999464,-0.031802427,-0.0121121975,0.013062956,-0.01973488,-0.03725853,-0.028149068,-0.04210268,-0.039820347,-0.028041506,-0.046085063,-0.042913996,-0.022322677,-0.020565178,-0.048277743,-0.06056253,-0.06820497,0.026189461,0.023140933,-0.02007079,0.0017854585,-0.02326574,-0.055696093,0.009373263,-0.023298295,0.016697584,-0.039133243,-0.047311805,-0.021439051,-0.022844594,0.021358756,0.030739415,-0.041574445,-0.0069557447,0.036550455,-0.05680248,-0.018174,-0.00924441,-0.033840053,-0.055096332,-0.026312841,-0.04241158,0.06722422,0.02946482,0.07252992,0.1260949,0.04197087,0.047367845,0.15336794,0.119257785,0.05902096,-0.02178501,0.0018781286,-0.053711083,-0.028924566,-0.013392659,-0.0043892865,-0.056508284,-0.01712004,-0.021631464,0.02465615,-0.017608516,0.020514954,-0.046586618,-0.052231982,-0.026541445,-0.0012313572,-0.032331247,-0.021140743,0.06596362,-0.020580783,0.0053424393,-0.02104631,-0.046213266,-0.041327856,-0.008266429,-0.02407716,0.060633518,-0.014283825,-0.018222338,0.001764351,-0.002932964,0.022253484,-0.029262515,-0.03592159,-0.044218007,-0.0053484454,-0.012994712,-0.011680018,-0.012359634,-0.03618172,-0.0060753226,0.012605913,0.0061302707,0.078119226,0.011878299,-0.01029768,-0.02329989,-0.045086905,0.0050634528,-0.021875735
0.10102363,0.14856875,0.013920859,0.06503261,0.051673464,0.105338156,1.0000001,0.098753065,-0.05047289,-0.0136550395,-0.054047115,-0.015406821,-0.033060625,-0.011295484,-0.06103291,-0.023645638,0.006759614,-0.00899916,0.0047926614,-0.02670212,-0.029255599,-0.033256777,-0.020967908,-0.025306314,-0.068732984,-0.020099543,-0.041017212,-0.045972217,-0.026570197,-0.046319496,0.008342218,-0.049485978,-0.035891827,-0.023195146,-0.026628187,-0.01368599,0.06665671,0.001249284,-0.037561826,-0.01118961,0.017458938,-0.0031154272,0.0012435801,-0.00449119,0.0054689525,-0.017075136,-0.059110843,-0.057662,-0.0060136355,0.011611313,-0.0034170914,-0.038408644,-0.023531837,0.00934038,-0.014911982,-0.030527234,-0.004502094,-0.032292645,-0.11213361,-0.018705387,-0.041539904,0.012274544,-0.049067445,-0.0124482885,0.007883596,0.015865756,0.025842967,0.006253261,-0.011507541,-0.005894776,-0.06294507,-0.009982265,-0.0058120037,0.012585286,-0.03206146,-0.002842972,-0.001754661,-0.005958708,0.027746597,0.12165792,0.052794524,0.07361673,-0.03459593,-0.025352858,0.014194925,-0.027260683,0.03321316,-0.03294127,0.025378235,-0.011209763,-0.0015861124,0.018818378,-0.053379882,-0.011091239,-0.0069122356,-0.047585547,0.048155367,-0.033263393,-0.01468738,-0.010219319,0.027029216,0.0009466849,-0.013094254,0.0002716668,-0.031346057,-0.005265062,0.036898777,0.13567103,0.015647095,-0.001027605,-0.010933764,0.08399777,0.05791848,0.01470431,0.0020901675,-0.020444777,0.009577273,0.00218219,0.03712005,0.013674839
0.16370451,0.034808733,-0.025947817,-0.0312412,-0.02312538,0.0020212643,0.098753065,1.0,-0.014076749,-0.049835496,0.00041136536,0.063434124,-0.052069608,0.013983433,0.0022504004,0.0514789,0.00047865137,-0.008771302,-0.011132993,-0.062104613,0.1560953,0.018794889,0.05358578,0.015219334,-0.06287098,-0.04674226,-0.04140657,-0.054162532,0.041480567,-0.0038619353,-0.013217411,-0.03469632,-0.04649732,-0.05055928,-0.03745532,-0.016452838,0.02478282,0.061972667,-0.046512887,-0.046202615,-0.06512651,-0.031501055,0.0013322304,-0.051338926,0.08319729,0.05754593,-0.07977509,0.00649447,-0.010880472,0.006932547,0.0124094095,-0.016475556,0.00634627,-0.05869672,-0.072309025,-0.061737128,-0.04328837,-0.031723965,-0.09445226,0.009046733,-0.01718139,-0.037466623,-0.05085779,-0.068213165,0.03278451,-0.030210488,0.0053523746,0.006782395,-0.017485496,-0.059213236,-0.0700155,-0.044023313,0.05640522,-0.042342987,0.0183918,-0.042307645,0.13916452,-0.04531235,-0.016148558,0.04367956,0.0125956265,0.009905714,-0.04353959,0.05908469,0.027613778,0.09621762,0.17506967,0.024123326,-0.04919055,0.017536663,0.024517909,-0.01725355,-0.078172386,-0.034630515,0.09393603,-0.004920437,-0.037284646,-0.030755568,-0.011431653,-0.013213541,-0.0427681,0.16134247,0.031265013,-0.06867011,-0.06587052,-0.04723711,-0.038315833,0.005350053,-0.05087753,-0.041186366,0.037104335,0.051714115,0.099202685,-0.027908456,-0.028679935,-0.06055212,0.0968962,0.021753807,-0.056545176,-0.010422204
-0.03844332,-0.061648156,-0.05638067,-0.019551592,-0.040361278,-0.026088415,-0.05047289,-0.014076749,1.0000001,-0.008468094,0.006899433,0.04160993,0.11473036,0.0106975725,0.03033125,0.06904245,0.06907393,0.24318694,-0.066936776,-0.0020171497,0.09209266,0.03186143,0.048139684,-0.05156017,-0.05137371,0.03429987,0.0073701455,0.056380715,0.004906939,0.10245346,-0.029218838,-0.012431887,-0.053462505,0.048976496,-0.034722358,-0.050020453,-0.0677315,-0.047076263,-0.029722068,-0.018159645,0.0009580855,-0.04383765,0.010077508,-0.022051992,-0.017702824,-0.050721493,-0.047687605,-0.026268702,-0.04320112,0.0031354204,-0.011482045,-0.014427042,-0.041580092,-0.063187785,-0.0077485694,-0.009992488,0.02108662,0.08422852,0.119502544,0.023433868,0.19635217,-0.07625414,0.017056247,-0.016598195,-0.030400755,-0.022287335,-0.054257926,-0.05377729,-0.02711847,-0.039458334,0.0019704336,-0.029982995,-0.07541894,-0.0536092,0.06779971,-0.028075086,0.0049614212,0.00730353,-0.055276122,-0.01311363,-0.06049669,-0.07624774,-0.059846684,0.015058537,-0.009935388,0.06313574,0.03661212,0.0043533803,-0.074966796,-0.012937469,-0.022304576,0.15237807,0.12654442,-0.039880145,-0.015038076,0.08711583,-0.010712175,-0.020708589,0.011991909,-0.025218021,-0.035121825,0.06791156,-0.0007373628,0.044668727,-0.032935906,-0.048362736,-0.030353442,-0.040676042,-0.037440877,-0.02342977,0.035957847,-0.0364982,-0.052342586,-0.04901595,-0.029365007,-0.0191489,0.046250883,0.053172536,0.012996435,-0.025104236
-0.05273486,0.017912798,-0.025288329,-0.012091309,-0.007726789,-0.039142855,-0.0136550395,-0.049835496,-0.008468094,0.9999998,-0.025402293,-0.05795041,-0.0077070217,-0.022649694,0.025451377,-0.014651565,0.010858916,-0.03636323,0.07139182,0.048480455,-0.0026946426,-0.004284935,-0.018716935,-0.028663704,0.05650561,0.14240037,0.07184464,-0.017076056,-0.05890902,-0.080935545,-0.017326526,-0.04795612,0.04366886,-0.04087711,-0.03865159,-0.029673558,0.02696953,-0.045480058,-0.026990602,0.019926075,0.010696977,-0.0064450316,-0.039716497,-0.005257857,0.01924104,0.035797246,0.022266807,0.016951187,-0.0068951547,0.075014174,-0.0062395614,0.035582706,-0.019104127,0.035617284,0.040966585,0.0046192715,0.0042881113,-0.04007759,-0.032122422,-0.032224566,-0.01696184,0.013401242,0.06831475,0.06567177,-0.03811507,-0.023760423,-0.002167118,-0.0043803127,0.054176304,0.07510956,0.040161338,0.025888667,-0.04033636,0.031505793,-0.034697685,0.10706112,-0.033037536,0.03383499,0.021428868,0.029767018,-0.019083057,-0.024228798,0.05951364,-0.035823885,-0.0036531086,0.0021841673,-0.028866217,-0.009959241,-0.030687097,-0.02756302,-0.05235307,-0.023561856,-0.0007153754,0.05324224,-0.04583955,0.029364388,0.004016887,-0.07085551,-0.043633003,-0.043363243,0.007955985,-0.010466943,-0.059675757,0.072518826,0.0823351,-0.011008978,-0.012142723,-0.024332816,-0.019070404,-0.021997865,-0.052842177,-0.075977206,-0.05073258,0.0078023174,0.00615717,0.046940103,-0.030433789,-0.014588358,-0.0124574285,-0.021824038
